lat,long,amenity,name,description,operator,brand,brand:wikipedia,density100,density200,density300,density500
43.10206210000001,131.8632514,education,Детский сад №110,,,,,657.0,1487.0,2253.0,2783.0
43.1176222,131.89297779999998,nightclub,BSB,,,,,67.0,654.0,2834.0,8294.0
43.1178457,131.8924773,medics,Детская стоматологическая поликлиника,,,,,93.0,1071.0,3025.0,9173.0
43.115923,131.8874308,cafe,Отдел культуры,,,,,190.0,1118.0,2042.0,4065.0
43.1089328,131.8779036,medics,Приморский центр парадонтологии,,,,,623.0,2733.0,4446.0,6977.0
43.11799420000001,131.8906196,atm,,,Росбанк,,,520.0,1303.0,2881.0,9318.0
43.1923204,132.1110057,goverment,Полиция,,,,,0.0,0.0,0.0,0.0
43.1964883,132.10880840000002,goverment,Стационарный пост ДПС,,,,,0.0,0.0,0.0,0.0
43.1120572,131.9342785,atm,,,Банк ВТБ (ПАО),,,601.0,2240.0,3132.0,6976.0
43.1146088,131.8921502,atm,,,Банк Приморье,,,0.0,29.0,643.0,2453.0
43.1962408,132.1211185,cafe,Бек,,,,,0.0,0.0,0.0,0.0
43.19602329999999,132.11921270000002,cafe,Санья,,,,,0.0,0.0,0.0,0.0
43.1954138,132.1165669,cafe,Шах,,,,,0.0,0.0,0.0,0.0
43.1952875,132.11632020000002,fast_food,Шашлык,,,,,0.0,0.0,0.0,0.0
43.1953471,132.1163909,fast_food,Шашлык,,,,,0.0,0.0,0.0,0.0
43.1948049,132.1120362,atm,,,Банк Приморье,,,0.0,0.0,0.0,0.0
43.19642,132.12396,cafe,Арарат,,,,,0.0,0.0,0.0,0.0
43.1962261,132.1201376,cafe,Дбин,,,,,0.0,0.0,0.0,0.0
43.1954876,132.116807,cafe,Дикая роза,,,,,0.0,0.0,0.0,0.0
43.1970245,132.1269943,cafe,Марина,,,,,0.0,0.0,0.0,0.0
43.1945216,132.1134101,facility,,,,,,0.0,0.0,0.0,0.0
43.1946433,132.11384170000002,facility,,,,,,0.0,0.0,0.0,0.0
43.1948762,132.1122722,facility,,,,,,0.0,0.0,0.0,0.0
43.1972118,132.1284497,facility,,,,,,0.0,0.0,0.0,0.0
43.0985805,131.9034217,bank,Сбербанк,,"ОАО ""Сбербанк России""",,,77.0,1829.0,2849.0,10326.0
43.0997879,131.904926,pharmacy,Аптека,,,,,644.0,1653.0,4312.0,9629.0
43.10084970000001,131.9409942,pharmacy,Аптечный пункт,,,,,644.0,2510.0,4228.0,14364.0
43.10129000000001,131.94241680000002,car_wash,,,,,,586.0,1437.0,4152.0,12694.0
43.1199864,131.8836003,cafe,,,,,,147.0,918.0,2155.0,6030.0
43.1171143,131.8861801,bank,,,Home Credit,,,464.0,1541.0,2239.0,6705.0
43.120292,131.88513999999998,restaurant,Лемончелло,,,,,405.0,1050.0,2619.0,7467.0
43.1188046,131.8828872,pharmacy,,,,,,218.0,906.0,1929.0,6062.0
43.1198536,131.8835502,bank,,,Азиатско-Тихоокеанский банк,,,89.0,613.0,2086.0,6009.0
43.1152681,131.9023938,restaurant,Republic,,,,,236.0,527.0,1000.0,1998.0
43.1129836,131.91554509999997,bank,Приморье,,,,,290.0,1326.0,1994.0,4152.0
43.0852626,131.9636471,medics,Приморский центр микрохирургии глаза,,,,,221.0,234.0,2916.0,3278.0
43.0925651,131.8587396,goverment,"РЭУ ""У Порта""",,"УК ""Эгершельд""",,,456.0,5093.0,6542.0,9961.0
43.1025458,131.8691,alco,Ганс,,,,,0.0,574.0,1149.0,3679.0
43.09838320000001,131.8622378,atm,,,Банк Приморье,,,487.0,669.0,1942.0,5181.0
43.1257018,131.88967079999998,medics,George Dental Group,,,,,202.0,773.0,1826.0,7121.0
43.1510479,131.9070165,bank,Восточный Экспресс Банк,,,,,995.0,3620.0,5200.0,10520.0
43.1548804,131.9113888,bank,Восточный Экспресс Банк,,,,,620.0,2364.0,5759.0,13895.0
43.1570298,131.9107567,bank,МТС Банк,,,,,0.0,790.0,3089.0,7532.0
43.0923586,131.9169089,medics,,,,,,56.0,2248.0,3976.0,12323.0
43.10956510000001,131.87889479999998,goverment,Паллада,,"УК ""Эгершельд""",,,449.0,1866.0,3370.0,7783.0
43.1186282,131.89231180000002,cafe,Boun Apetito,,,,,189.0,1081.0,3217.0,9929.0
43.1186793,131.89242099999998,car_wash,Paradise,,,,,189.0,1057.0,3954.0,9819.0
43.1178537,131.8865881,bank,,,СКВ-Банк,,,1005.0,1717.0,2287.0,6806.0
43.1193262,131.8925406,medics,,,,,,378.0,1261.0,4804.0,10125.0
43.1165136,131.8822736,bank,,,Приморье,,,316.0,1205.0,2474.0,6021.0
43.1152228,131.9097948,cafe,Apriory,,,,,278.0,681.0,1912.0,3323.0
43.1151445,131.91005230000002,pharmacy,Аптека,,,,,278.0,996.0,2201.0,3458.0
43.1164717,131.902944,vehicle_ramp,,,,,,221.0,745.0,869.0,2100.0
43.1157831,131.9012432,facility,,,,,,103.0,647.0,1359.0,2415.0
43.1158281,131.9014229,facility,,,,,,242.0,668.0,1340.0,2415.0
43.1170076,131.9051111,facility,,,,,,132.0,353.0,1087.0,2462.0
43.1170628,131.9052996,facility,,,,,,132.0,353.0,1063.0,3301.0
43.1171393,131.9052773,facility,,,,,,132.0,324.0,1063.0,3198.0
43.1109131,131.93620790000003,goverment,Милиция,,,,,322.0,923.0,1823.0,6944.0
43.112301,131.9246784,post_box,,,Почта России,,,248.0,1278.0,3412.0,5527.0
43.1165623,131.8882557,bank,Газпромбанк,,,,,399.0,1640.0,2953.0,4876.0
43.1237429,131.887714,medics,Травмпункт №1,,,,,216.0,765.0,2084.0,6525.0
43.1698955,131.9185689,medics,Травмпункт №3,,,,,288.0,2056.0,5348.0,15493.0
43.1103001,131.8766949,atm,,,Банк Приморье,,,631.0,2739.0,5099.0,8908.0
43.1177449,131.8806299,atm,,,Банк Приморье,,,475.0,1165.0,2058.0,5300.0
43.1242283,131.8846456,atm,,,Банк Приморье,,,0.0,606.0,1159.0,5183.0
43.127727,131.9390184,atm,,,Банк Приморье,,,254.0,1678.0,3605.0,12280.0
43.15206110000001,131.9086046,atm,,,Банк Приморье,,,819.0,3120.0,6973.0,12989.0
43.1535308,131.9089979,atm,,,Банк Приморье,,,1027.0,2727.0,6278.0,12606.0
43.160241,131.9128193,atm,,,Банк Приморье,,,158.0,1023.0,2312.0,5966.0
43.1768675,131.91896409999998,atm,,,Банк Приморье,,,295.0,1694.0,3855.0,10399.0
43.1775811,131.92292609999998,atm,,,Банк Приморье,,,0.0,809.0,2041.0,5157.0
43.1919316,131.9206098,atm,,,Банк Приморье,,,0.0,0.0,84.0,283.0
43.1930143,131.92542029999998,atm,,,Банк Приморье,,,0.0,0.0,228.0,283.0
43.23135739999999,131.99295729999997,atm,,,Банк Приморье,,,0.0,41.0,41.0,1020.0
43.0974786,131.95395290000002,atm,,,Банк Приморье,,,0.0,0.0,771.0,5587.0
43.1255708,131.90528229999998,atm,,,Банк Приморье,,,0.0,241.0,2114.0,11328.0
43.1648636,131.9310155,atm,,,Банк Приморье,,,0.0,1144.0,3006.0,7776.0
43.1668825,131.93378140000002,atm,,,Банк Приморье,,,0.0,360.0,938.0,6539.0
43.0873094,131.9024118,atm,,,Банк Приморье,,,462.0,2157.0,6008.0,7160.0
43.0934066,131.90204029999998,atm,,,Банк Приморье,,,0.0,0.0,436.0,5370.0
43.0950737,131.9759215,atm,,,Банк Приморье,,,1437.0,3250.0,5456.0,11835.0
43.1004433,131.9037793,atm,,,"Банк Приморье, Сбербанк",,,0.0,1100.0,2636.0,9391.0
43.1120877,131.9124896,atm,,,Банк Приморье,,,117.0,660.0,1519.0,3256.0
43.1186617,131.95139740000002,atm,,,Банк Приморье,,,169.0,2147.0,3887.0,13745.0
43.1253734,131.9154129,atm,,,Банк Приморье,,,864.0,2722.0,6085.0,17193.0
43.1288101,131.8899234,atm,,,Банк Приморье,,,0.0,127.0,2021.0,7460.0
43.1306614,131.889799,atm,,,Банк Приморье,,,43.0,984.0,2578.0,10288.0
43.1451092,131.91310790000003,atm,,,Банк Приморье,,,809.0,3042.0,6553.0,14698.0
43.1455328,131.9098369,atm,,,Банк Приморье,,,2645.0,4821.0,8947.0,13166.0
43.1489124,131.91133359999998,atm,,,Банк Приморье,,,476.0,2574.0,6769.0,20780.0
43.1706004,131.9099272,atm,,,Банк Приморье,,,404.0,5222.0,9023.0,15865.0
43.1106381,131.9619854,atm,,,Банк Приморье,,,734.0,1908.0,3120.0,6879.0
43.1109649,131.93547959999998,atm,,банкомат,ПримСоцБанк,,,923.0,923.0,2025.0,6554.0
43.1116419,131.9374602,atm,,,Банк Приморье,,,0.0,609.0,2102.0,10322.0
43.1152086,131.8770826,atm,,,Банк Приморье,,,357.0,1304.0,3435.0,6840.0
43.1171047,131.9604322,atm,,,Банк Приморье,,,294.0,2049.0,3862.0,8863.0
43.1236831,131.9234003,atm,,,Банк Приморье,,,0.0,845.0,4744.0,16454.0
43.1295269,131.9174582,atm,,,Банк Приморье,,,79.0,1286.0,4039.0,14005.0
43.1331347,131.9125014,atm,,,Банк Приморье,,,0.0,362.0,2529.0,9011.0
43.2244099,131.99337079999998,atm,,,Банк Приморье,,,0.0,263.0,672.0,722.0
43.090113,131.96795790000002,atm,,,Банк Приморье,,,1182.0,2705.0,4250.0,12445.0
43.0988377,131.9203625,atm,Банк Приморье,,Банк Приморье,,,842.0,3434.0,6050.0,12643.0
43.1049245,131.9377436,atm,,,Банк Приморье,,,559.0,919.0,1890.0,6741.0
43.1154981,131.887796,atm,,,Банк Приморье,,,226.0,742.0,1659.0,3781.0
43.1155988,131.8833628,atm,,,Банк Приморье,,,7.0,550.0,1731.0,5981.0
43.1181373,131.8889598,atm,,,Банк Приморье,,,160.0,1858.0,3724.0,7145.0
43.1241278,131.88736540000002,atm,,,Банк Приморье,,,55.0,572.0,1443.0,6155.0
43.1297218,131.9020139,atm,,,Банк Приморье,,,215.0,1219.0,4912.0,14742.0
43.132561,131.9041999,atm,,,Банк Приморье,,,612.0,2760.0,6945.0,13403.0
43.1328941,131.89873500000002,atm,,,Банк Приморье,,,0.0,2229.0,8606.0,17358.0
43.137066,131.95342970000002,atm,,,Банк Приморье,,,0.0,0.0,0.0,0.0
43.14361160000001,131.9039361,atm,,,Банк Приморье,,,0.0,0.0,367.0,2448.0
43.1646695,131.909457,atm,,,Банк Приморье,,,0.0,0.0,305.0,3866.0
43.1686714,131.921327,atm,,,Банк Приморье,,,946.0,2937.0,6206.0,14441.0
43.1697181,131.9343354,atm,,,Банк Приморье,,,0.0,1020.0,3320.0,6462.0
43.1725164,131.9385458,atm,,,Банк Приморье,,,0.0,295.0,607.0,2921.0
43.20017410000001,131.92050020000002,atm,,,Банк Приморье,,,0.0,0.0,0.0,0.0
43.2363677,132.0114234,atm,,,Банк Приморье,,,0.0,0.0,372.0,375.0
43.0979357,131.9453918,atm,,,Банк Приморье,,,1143.0,3419.0,6001.0,13940.0
43.0981964,131.9033141,atm,,,Банк Приморье,,,149.0,1927.0,3091.0,10964.0
43.1012075,131.9522247,atm,,,Банк Приморье,,,0.0,100.0,2062.0,7905.0
43.1643278,131.9094044,atm,,,Банк Приморье,,,0.0,0.0,0.0,3293.0
43.1699439,131.9186528,medics,"Стоматология ""Самсон""",,,,,288.0,2056.0,5240.0,15918.0
43.1822421,131.9140942,veterinary,Ника,,,,,603.0,2681.0,6582.0,10816.0
43.0960219,131.8616587,cafe,Цзян-Нань,,,,,543.0,1673.0,3611.0,11239.0
43.120717600000006,131.9449944,cafe,Кураж,,,,,420.0,1658.0,2439.0,6925.0
43.132644,131.90719840000003,post_office,Владивосток 690002,,АО «Почта России»,Почта России,ru:Почта России,1095.0,3280.0,5517.0,12520.0
43.1052528,131.8730055,post_office,Владивосток 690003,,АО «Почта России»,Почта России,ru:Почта России,664.0,1554.0,2842.0,5093.0
43.0903992,131.9486838,post_office,Владивосток 690011,,АО «Почта России»,Почта России,ru:Почта России,754.0,1144.0,2052.0,6762.0
43.11222470000001,131.8806656,post_office,Владивосток 690007,,АО «Почта России»,Почта России,ru:Почта России,50.0,1002.0,3072.0,7365.0
43.0976818,131.9056311,post_office,Владивосток 690021,,АО «Почта России»,Почта России,ru:Почта России,696.0,2654.0,5360.0,11228.0
43.1906784,131.9239006,post_office,Владивосток 690022,,АО «Почта России»,Почта России,ru:Почта России,283.0,283.0,826.0,1369.0
43.2339673,132.0197831,post_office,Владивосток 690024,,АО «Почта России»,Почта России,ru:Почта России,710.0,916.0,1477.0,1722.0
43.2404174,132.02074,post_office,Владивосток 690025,,АО «Почта России»,Почта России,ru:Почта России,346.0,911.0,1858.0,2857.0
43.1597816,131.9137635,post_office,Владивосток 690033,,АО «Почта России»,Почта России,ru:Почта России,302.0,1197.0,2865.0,7774.0
43.1054986,131.9432466,post_office,Владивосток 690034,,АО «Почта России»,Почта России,ru:Почта России,786.0,1747.0,2419.0,6325.0
43.1010112,131.91564259999998,post_office,Владивосток 690035,,АО «Почта России»,Почта России,ru:Почта России,456.0,1738.0,3990.0,8408.0
43.1257997,131.94478859999998,post_office,Владивосток 690037,,АО «Почта России»,Почта России,ru:Почта России,1003.0,2734.0,4227.0,9808.0
43.1663231,131.9040786,post_office,Владивосток 690039,,АО «Почта России»,Почта России,ru:Почта России,444.0,1193.0,2745.0,4511.0
43.217603,131.9536373,post_office,Владивосток 690041,,АО «Почта России»,Почта России,ru:Почта России,504.0,1078.0,1078.0,2493.0
43.129756,132.014892,post_office,Владивосток 690042,,АО «Почта России»,Почта России,ru:Почта России,41.0,281.0,281.0,281.0
43.1552073,131.911553,post_office,Владивосток 690048,,АО «Почта России»,Почта России,ru:Почта России,718.0,2487.0,5261.0,13815.0
43.1700928,131.9323679,post_office,Владивосток 690105,,АО «Почта России»,Почта России,ru:Почта России,1097.0,2663.0,5128.0,8988.0
43.12754279999999,131.89988590000002,post_office,Владивосток 690106,,АО «Почта России»,Почта России,ru:Почта России,895.0,1986.0,4899.0,13744.0
43.2085535,132.14849009999998,post_office,Владивосток 690108,,АО «Почта России»,Почта России,ru:Почта России,0.0,0.0,0.0,0.0
43.1138533,131.9607397,post_office,Владивосток 690109,,АО «Почта России»,Почта России,ru:Почта России,634.0,2804.0,4423.0,6964.0
43.2802461,132.0501528,post_office,Владивосток 690054,,АО «Почта России»,Почта России,ru:Почта России,25.0,281.0,281.0,281.0
43.14538870000001,131.9071866,post_office,Владивосток 690062,,АО «Почта России»,Почта России,ru:Почта России,758.0,3363.0,5559.0,9717.0
43.0875658,131.9015555,post_office,Владивосток 690063,,АО «Почта России»,Почта России,ru:Почта России,957.0,1699.0,3841.0,7328.0
43.1179268,131.9331018,post_office,Владивосток 690066,,АО «Почта России»,Почта России,ru:Почта России,630.0,1719.0,5369.0,11869.0
43.17356510000001,131.9123695,post_office,Владивосток 690068,,АО «Почта России»,Почта России,ru:Почта России,422.0,3600.0,6967.0,18437.0
43.1714251,131.9178089,post_office,Владивосток 690069,,АО «Почта России»,Почта России,ru:Почта России,628.0,1735.0,5001.0,15214.0
43.14949,131.9698497,post_office,Владивосток 690074,,АО «Почта России»,Почта России,ru:Почта России,288.0,432.0,678.0,1249.0
43.1354408,131.89532749999998,post_office,Владивосток 690078,,АО «Почта России»,Почта России,ru:Почта России,494.0,2905.0,6318.0,14543.0
43.0881588,131.97157009999998,post_office,Владивосток 690080,,АО «Почта России»,Почта России,ru:Почта России,202.0,1049.0,2663.0,5911.0
43.129657,131.93531570000002,post_office,Владивосток 690087,,АО «Почта России»,Почта России,ru:Почта России,604.0,2771.0,4110.0,11852.0
43.1325894,131.9250764,post_office,Владивосток 690088,,АО «Почта России»,Почта России,ru:Почта России,627.0,2162.0,5357.0,10915.0
43.1109995,131.8803036,post_office,Владивосток 690090,,АО «Почта России»,Почта России,ru:Почта России,186.0,922.0,2551.0,8032.0
43.1208934,131.8832959,post_office,Владивосток 690090,,АО «Почта России»,Почта России,ru:Почта России,124.0,840.0,2181.0,5607.0
43.0938857,131.97242279999998,post_office,Владивосток 690092,,АО «Почта России»,Почта России,ru:Почта России,1035.0,4230.0,7031.0,17072.0
43.1120123,131.8790006,alco,Гутовъ,,,,,677.0,2257.0,4960.0,9326.0
43.1173576,131.8826544,atm,,,,,,231.0,1215.0,2148.0,6275.0
43.1247509,131.88866389999998,post_box,,,Почта России,,,0.0,540.0,2064.0,7309.0
43.0926221,131.8620328,medics,Жемчужина,,,,,1125.0,3776.0,5939.0,11586.0
43.1495345,131.9060469,medics,Жемчуг-Н.В.,,,,,708.0,2135.0,4127.0,10001.0
43.1139541,131.917026,cafe,чайный дом по восточному,,,,,222.0,643.0,1817.0,5427.0
43.1181888,131.8861538,pharmacy,Овита,,,,,704.0,1684.0,2551.0,7150.0
43.1327846,131.8989037,fast_food,Роял Бургер,,,,,2.0,1555.0,8491.0,17072.0
43.1286625,131.8928545,alco,Тринити,,,,,401.0,1639.0,3185.0,12779.0
43.0872223,131.9014195,bank,Сбербанк,,Сбербанк России,,,827.0,1975.0,3983.0,7380.0
43.0880359,131.9712053,bank,Сбербанк,,Сбербанк России,,,360.0,1049.0,2538.0,5753.0
43.1092612,131.87857549999998,bank,Сбербанк,,Сбербанк России,,,452.0,1611.0,4079.0,6982.0
43.1547968,131.9110045,bank,Сбербанк,,Сбербанк России,,,584.0,2618.0,5775.0,13442.0
43.15499260000001,131.9241207,bank,Сбербанк,,Сбербанк России,,,1257.0,2432.0,6271.0,14592.0
43.17313,131.9159812,bank,Сбербанк,,Сбербанк России,,,562.0,1728.0,4719.0,17234.0
43.1013713,131.89901840000002,restaurant,Семь небес,,,,,0.0,1563.0,2786.0,9917.0
43.1020741,131.9225942,bank,Сбербанк,,Сбербанк России,,,612.0,1220.0,1901.0,5546.0
43.12732329999999,131.8930413,bank,Сбербанк,,Сбербанк России,,,533.0,1140.0,3591.0,11910.0
43.13294060000001,131.9071241,bank,Сбербанк,,Сбербанк России,,,895.0,2625.0,4836.0,12383.0
43.15106820000001,131.91043929999998,bank,Сбербанк,,Сбербанк России,,,462.0,3270.0,6668.0,19586.0
43.0938411,131.90440619999998,bank,Сбербанк,,Сбербанк России,,,0.0,1361.0,2577.0,6291.0
43.1052264,131.8718799,bank,Сбербанк,,Сбербанк России,,,455.0,1840.0,3005.0,4502.0
43.1133725,131.9608023,bank,Сбербанк,,"ОАО ""Сбербанк России""",,,864.0,3015.0,4129.0,6371.0
43.1271152,131.9072516,bank,Сбербанк,,Сбербанк России,,,0.0,2340.0,3036.0,10931.0
43.1325719,131.9249487,bank,Сбербанк,,Сбербанк России,,,627.0,2205.0,5357.0,10915.0
43.1802609,131.9204735,bank,Сбербанк,,Сбербанк России,,,130.0,481.0,663.0,6187.0
43.2180797,131.9540283,bank,Сбербанк,,Сбербанк России,,,377.0,638.0,1078.0,1603.0
43.1572717,131.93058290000002,post_office,Владивосток 690089,,АО «Почта России»,Почта России,ru:Почта России,765.0,3901.0,5337.0,13543.0
43.09157329999999,131.9660577,pharmacy,Аптека экономных людей,,,,,461.0,2873.0,5880.0,16209.0
43.0966591,131.9664659,pharmacy,,,,,,654.0,1607.0,3321.0,10709.0
43.1138889,131.9170128,medics,Никодент,,,,,222.0,643.0,1817.0,5427.0
43.09404979999999,131.902192,bank,Росбанк,,,,,0.0,19.0,820.0,7153.0
43.1050099,131.8714221,atm,Росбанк,,,,,124.0,1874.0,3005.0,4187.0
43.1237285,131.9048361,atm,Росбанк,,,,,0.0,244.0,2780.0,11278.0
43.125532,131.8793685,atm,Росбанк,,,,,0.0,176.0,332.0,1426.0
43.13172539999999,131.91259820000002,bank,Росбанк,,,,,326.0,2382.0,5191.0,11759.0
43.1509221,131.9062136,bank,Росбанк,,,,,1230.0,3169.0,4458.0,9336.0
43.1571587,131.9262127,atm,Росбанк,,,,,0.0,1700.0,5282.0,15951.0
43.160713,131.9131105,atm,Росбанк,,,,,94.0,665.0,2600.0,5757.0
43.2185992,131.9891175,facility,,,,,,0.0,0.0,0.0,0.0
43.2212009,131.9925128,facility,,,,,,0.0,0.0,0.0,216.0
43.22322070000001,131.9929945,facility,,,,,,0.0,0.0,216.0,722.0
43.2232344,131.9930019,facility,,,,,,0.0,0.0,216.0,722.0
43.2232417,131.9929917,facility,,,,,,0.0,0.0,216.0,722.0
43.22337,131.9927501,facility,,,,,,0.0,0.0,263.0,722.0
43.2210764,131.9925346,facility,,,,,,0.0,0.0,0.0,216.0
43.2210998,131.9924463,facility,,,,,,0.0,0.0,0.0,216.0
43.2211185,131.99260690000003,facility,,,,,,0.0,0.0,0.0,216.0
43.2211961,131.9922549,facility,,,,,,0.0,0.0,0.0,216.0
43.2212236,131.9923048,facility,,,,,,0.0,0.0,0.0,216.0
43.2212429,131.9922956,facility,,,,,,0.0,0.0,0.0,216.0
43.2212429,131.9923196,facility,,,,,,0.0,0.0,0.0,216.0
43.22127370000001,131.9923034,facility,,,,,,0.0,0.0,0.0,216.0
43.2212831,131.9922521,facility,,,,,,0.0,0.0,0.0,216.0
43.2213923,131.99287420000002,facility,,,,,,0.0,0.0,0.0,216.0
43.22143970000001,131.9927439,facility,,,,,,0.0,0.0,0.0,263.0
43.2216322,131.9927976,facility,,,,,,0.0,0.0,0.0,263.0
43.22173520000001,131.9921187,facility,,,,,,0.0,0.0,0.0,263.0
43.2217651,131.992845,facility,,,,,,0.0,0.0,0.0,263.0
43.2221763,131.99182439999998,facility,,,,,,0.0,0.0,0.0,651.0
43.22324620000001,131.99293559999998,facility,,,,,,0.0,0.0,216.0,722.0
43.2237248,131.9929542,facility,,,,,,0.0,0.0,263.0,722.0
43.2237512,131.9929486,facility,,,,,,0.0,0.0,263.0,722.0
43.2237742,131.9929526,facility,,,,,,0.0,0.0,263.0,722.0
43.2244299,131.9935351,fast_food,,,,,,0.0,0.0,478.0,722.0
43.09821210000001,131.8620394,pharmacy,Аптека №1,,o'vita,,,487.0,669.0,1942.0,5296.0
43.09829000000001,131.8621135,education,Библиотека № 10,,,,,487.0,669.0,1942.0,5267.0
43.0926549,131.8622118,restaurant,Незабудка,,,,,1012.0,3684.0,5831.0,11832.0
43.09334860000001,131.8629703,post_box,,,Почта России,,,645.0,3832.0,6321.0,11950.0
43.0959511,131.8622717,bank,,,Примсоцбанк,,,312.0,1980.0,4312.0,11566.0
43.0950634,131.8627683,goverment,участковый пункт №22,,,,,492.0,2246.0,4279.0,11575.0
43.1095963,131.9399991,fast_food,Андежан,,,,,0.0,950.0,4196.0,8911.0
43.122037,131.90739,cafe,Serebro,,,,,1846.0,3957.0,5061.0,10323.0
43.15131829999999,131.9049308,facility,,,,,,501.0,2082.0,3150.0,7200.0
43.157441,131.9108298,cafe,Максим,,,,,0.0,617.0,2482.0,7136.0
43.1802742,131.9204208,pharmacy,,,,,,130.0,481.0,1340.0,7358.0
43.2057589,131.9545111,alco,,,,,,0.0,0.0,0.0,0.0
43.20573140000001,131.9545897,cafe,Мечта,,,,,0.0,0.0,0.0,0.0
43.2073025,131.9533155,restaurant,Столовая,,,,,0.0,0.0,0.0,0.0
43.206049,131.9542634,facility,,,,,,0.0,0.0,0.0,0.0
43.206085,131.95407,facility,,,,,,0.0,0.0,0.0,0.0
43.2060976,131.9540618,facility,,,,,,0.0,0.0,0.0,0.0
43.2071438,131.9535002,nightclub,,,,,,0.0,0.0,0.0,0.0
43.1574532,131.9108033,cafe,Максим,,,,,0.0,617.0,2384.0,7136.0
43.1130402,131.9403686,facility,,,,,,274.0,1909.0,5457.0,11270.0
43.1295139,131.8929447,atm,,,Сбербанк,,,281.0,1296.0,4006.0,13508.0
43.1119209,131.93075829999998,medics,Медико-социальная реабилитация,,,,,284.0,1926.0,3982.0,6999.0
43.1146834,131.8883892,restaurant,Аня и Соня,,,,,227.0,343.0,1118.0,3244.0
43.1121211,131.9202327,bank,,,Восточный,,,722.0,1236.0,2141.0,4464.0
43.13281720000001,131.9059908,facility,,,,,,614.0,3528.0,6197.0,12264.0
43.1072025,131.9434834,atm,Росбанк,,,,,0.0,334.0,2323.0,8450.0
43.1643686,131.9058419,cafe,Экспресс,,,,,0.0,106.0,1058.0,2623.0
43.16515820000001,131.9060247,fast_food,Fast Food,,,,,0.0,828.0,2052.0,3283.0
43.1634336,131.9062142,car_wash,Karcher,,,,,0.0,0.0,106.0,2052.0
43.1647325,131.9053587,pharmacy,Аптека экономных людей,,,,,0.0,519.0,1387.0,3026.0
43.1634844,131.9063634,medics,Борменталь,Центр похудения,,,,0.0,0.0,411.0,2052.0
43.163415,131.90628,restaurant,Ханай,,,,,0.0,0.0,106.0,2052.0
43.1640402,131.9051375,facility,,,,,,0.0,106.0,634.0,2623.0
43.1643946,131.90608,facility,,,,,,0.0,411.0,1058.0,2623.0
43.1667076,131.9084433,cafe,Republic,,,,,281.0,1164.0,2846.0,9380.0
43.16758529999999,131.9088694,medics,Sona,,,,,281.0,1776.0,4480.0,11695.0
43.1667456,131.90860279999998,pharmacy,Моя аптека,,,,,281.0,1164.0,2846.0,9591.0
43.1441105,131.90752690000002,medics,Гинекология,,,,,655.0,1619.0,4311.0,8038.0
43.1219968,131.90433570000002,cafe,Кым ган сан,,,,,0.0,559.0,4226.0,8649.0
43.1125088,131.9242169,medics,центр Здравие,,,,,361.0,1577.0,3196.0,5438.0
43.108874,131.8784321,bank,Банк Приморье,,Банк Приморье,,,538.0,1647.0,3614.0,6594.0
43.1754059,131.93316470000002,cafe,Любимый,больничное небольшое кафе,,,,0.0,266.0,841.0,5399.0
43.1754127,131.9328824,atm,Росбанк,,,,,0.0,266.0,841.0,5399.0
43.122284,131.8844143,cafe,Хохлома,,,,,187.0,734.0,2144.0,5432.0
43.1113528,131.8789004,bank,,,ББР Банк,,,856.0,2072.0,4145.0,9731.0
43.1222683,131.8844087,atm,,,ББР Банк,,,187.0,734.0,2144.0,5446.0
43.1754245,131.9329147,pharmacy,Ортомед,Ортопедический магазин,,,,0.0,266.0,841.0,5399.0
43.1754188,131.9334657,vending_machine,Приём платежей,,,,,0.0,0.0,841.0,5399.0
43.1717583,131.9268242,medics,Приморский краевой онкологический диспансер,,,,,0.0,1382.0,3644.0,11659.0
43.2726398,132.0713369,fast_food,Курочка,гриль,,,,0.0,0.0,0.0,0.0
43.2815059,132.06429029999998,cafe,Гулам,,,,,0.0,0.0,52.0,116.0
43.2781682,132.0652547,pharmacy,,,,,,26.0,116.0,116.0,116.0
43.2846501,132.0669402,car_wash,Автомойка грузовая и легковая,,,,,0.0,0.0,0.0,0.0
43.110083,131.9341503,medics,Доктор Тафи,,,,,228.0,1432.0,2913.0,5154.0
43.1340075,131.9370986,fast_food,Вкусный STOP,,,,,0.0,1900.0,3820.0,7022.0
43.1238685,131.9459142,place_of_worship,Восточная Христианская Церковь,,,,,0.0,1162.0,4347.0,10435.0
43.1237423,131.94595479999998,place_of_worship,Церковь Святой Троицы,,,,,0.0,876.0,4467.0,10435.0
43.1213046,131.9014728,facility,,,,,,82.0,2168.0,2402.0,6579.0
43.1120606,131.92141329999998,education,Филиал детского сада №154,,,,,624.0,1986.0,3016.0,4492.0
43.1072625,131.9433172,medics,Гинекологическое отделение,,Городская больница №4,,,0.0,372.0,2323.0,8536.0
43.1330753,131.9165751,atm,,,ТрансКредитБанк,,,0.0,221.0,1416.0,6039.0
43.1108528,131.9359885,bank,Югра,,,,,610.0,923.0,1621.0,7143.0
43.1050158,131.9385762,fast_food,,,,,,266.0,993.0,2173.0,7394.0
43.1166167,131.8827028,cafe,Шоколадница,кофейня,,,,152.0,992.0,2076.0,6039.0
43.1132881,131.9018564,fast_food,Таверна,,,,,0.0,0.0,346.0,1467.0
43.1132485,131.9018557,facility,,,,,,0.0,0.0,346.0,1378.0
43.113523,131.9018624,facility,,,,,,0.0,0.0,392.0,1484.0
